city,state_id,lat,lng,population,density,id
Charleston,SC,32.8137,-79.9643,613847,475,509
Homestead,FL,25.4664,-80.4472,67996,1734,510
Hialeah,FL,25.8696,-80.3045,236387,4249,511
North Miami Beach,FL,25.9302,-80.166,43891,3509,512
North Miami,FL,25.9008,-80.1686,62139,2833,513
Miami Gardens,FL,25.9433,-80.2425,113058,2394,514
Miami Beach,FL,25.8171,-80.1396,91917,4618,515
Miami,FL,25.784,-80.2102,6247425,4866,516
Doral,FL,25.815,-80.3565,57947,1610,517
Coral Gables,FL,25.7037,-80.2715,50815,1517,518
Lauderhill,FL,26.1605,-80.2241,71626,3244,519
Hollywood,FL,26.0293,-80.1679,151998,2151,520
Pompano Beach,FL,26.2428,-80.1312,109393,1756,521
Plantation,FL,26.126,-80.2617,92706,1654,522
Pembroke Pines,FL,26.0127,-80.3384,168587,1978,523
Oakland Park,FL,26.1779,-80.1527,44326,2277,524
North Lauderdale,FL,26.2113,-80.2209,43699,3666,525
Miramar,FL,25.9773,-80.3357,138449,1819,526
Deerfield Beach,FL,26.305,-80.1278,79764,2040,527
Coral Springs,FL,26.2702,-80.2593,130059,2110,528
Coconut Creek,FL,26.2803,-80.1842,59405,1934,529
Cape Coral,FL,26.644,-81.9961,617896,657,530
Palm Beach Gardens,FL,26.8489,-80.1654,53778,370,531
Delray Beach,FL,26.455,-80.0905,67371,1633,532
North Port,FL,27.0577,-82.1976,190003,249,533
Port Saint Lucie,FL,27.2795,-80.3882,422966,602,534
Largo,FL,27.9088,-82.7714,83065,1760,535
Pinellas Park,FL,27.8586,-82.7075,52137,1281,536
Clearwater,FL,27.9787,-82.7623,114361,1708,537
Kissimmee,FL,28.3042,-81.4164,365099,1287,538
Lakeland,FL,28.0556,-81.9542,286876,626,539
Orlando,FL,28.4801,-81.3448,1757288,1041,540
Ocoee,FL,28.5785,-81.5336,44820,1144,541
Palm Bay,FL,27.9861,-80.6628,483098,646,542
Leesburg,FL,28.7674,-81.8983,146398,272,543
Port Orange,FL,29.1084,-81.0136,61105,879,544
Deltona,FL,28.9051,-81.2134,192730,927,545
Daytona Beach,FL,29.1959,-81.0935,66645,440,546
Ocala,FL,29.1803,-82.1487,165111,508,547
Palm Coast,FL,29.5403,-81.2468,395224,346,548
Houma,LA,29.5799,-90.7058,146174,910,549
Kenner,LA,30.0109,-90.2549,67089,1742,550
Lafayette,LA,30.2097,-92.0314,267376,915,551
Lake Charles,LA,30.203,-93.215,153097,704,552
Panama City,FL,30.1985,-85.6153,147788,495,553
Jacksonville,FL,30.3322,-81.6749,1141459,454,554
Pascagoula,MS,30.3665,-88.5507,49504,551,555
Pensacola,FL,30.4427,-87.1886,352187,918,556
Hinesville,GA,31.8269,-81.6216,51673,613,557
Jackson,MS,32.3163,-90.2124,342607,588,558
Columbus,GA,32.51,-84.8771,263737,352,559
Monroe,LA,32.5184,-92.0775,117673,649,560
Carrollton,GA,33.5819,-85.0837,46695,459,561
Hoover,AL,33.3761,-86.8065,84978,698,562
Johns Creek,GA,34.0333,-84.2027,83873,1051,563
Roswell,GA,34.0391,-84.3513,94598,897,564
Columbia,SC,34.0366,-80.9043,571249,388,565
Myrtle Beach,SC,33.7095,-78.8844,256079,529,566
Cartersville,GA,34.1631,-84.8007,55195,274,567
Pine Bluff,AR,34.2119,-92.0174,47784,379,568
Mishawaka,IN,41.6733,-86.1667,48679,1061,569
Rome,GA,34.2657,-85.1863,61019,442,570
Hot Springs,AR,34.4915,-93.0488,57744,406,571
Jacksonville,NC,34.7323,-77.3962,101865,562,572
Dalton,GA,34.7688,-84.9711,87688,648,573
North Little Rock,AR,34.7813,-92.2378,66278,493,574
Rock Hill,SC,34.9413,-81.026,115755,759,575
Cleveland,TN,35.1816,-84.8709,71601,635,576
Conway,AR,35.0754,-92.4696,72360,548,577
New Bern,NC,35.0956,-77.0723,51491,410,578
Chattanooga,TN,35.0657,-85.2488,403618,479,579
Kannapolis,NC,35.4766,-80.6391,47839,573,580
Concord,NC,35.3939,-80.6358,244273,567,581
Charlotte,NC,35.208,-80.8308,1438351,1065,582
Jackson,TN,35.6535,-88.8351,73860,441,583
Hickory,NC,35.7425,-81.323,215120,523,584
Jonesboro,AR,35.8211,-90.6793,72838,359,585
Raleigh,NC,35.8323,-78.6441,1005457,1225,586
Murfreesboro,TN,35.851,-86.4093,161634,911,587
Rocky Mount,NC,35.9675,-77.8047,65851,485,588
Knoxville,TN,35.969,-83.9498,581787,729,589
High Point,NC,35.9899,-79.9937,177412,778,590
Cookeville,TN,36.1485,-85.5114,47381,356,591
Morristown,TN,36.2043,-83.3,60098,419,592
Johnson City,TN,36.3404,-82.3803,127134,599,593
Rogers,AR,36.3172,-94.1515,65021,661,594
Kingsport,TN,36.522,-82.5452,116745,381,595
Clarksville,TN,36.5696,-87.3428,179367,590,596
Hendersonville,TN,36.3063,-86.5997,57050,700,597
Paducah,KY,37.0711,-88.6435,49027,481,598
Owensboro,KY,37.7574,-87.1181,73011,1149,599
Fort Lauderdale,FL,26.1412,-80.1464,178752,1994,600
Bonita Springs,FL,26.3557,-81.7859,382869,545,601
Fort Myers,FL,26.6197,-81.8306,77146,751,602
Boynton Beach,FL,26.5282,-80.0812,75569,1802,603
Boca Raton,FL,26.3749,-80.1078,96114,1265,604
Fort Pierce,FL,27.4263,-80.3421,45295,763,605
Richmond,IN,39.8318,-84.8904,42759,573,606
Bradenton,FL,27.49,-82.5746,55687,1505,607
Apopka,FL,28.7006,-81.5303,49458,600,608
Altamonte Springs,FL,28.6616,-81.395,43492,1858,609
Gainesville,FL,29.6814,-82.3454,198702,820,610
Biloxi,MS,30.4393,-88.9542,45975,464,611
Gulfport,MS,30.4271,-89.0703,222131,500,612
Baton Rouge,LA,30.4422,-91.1314,589675,1023,613
Hammond,LA,30.5059,-90.4561,69616,567,614
Noblesville,IN,40.0354,-86.0056,60183,726,615
Hattiesburg,MS,31.3073,-89.3169,81995,340,616
Brunswick,GA,31.145,-81.474,54213,369,617
Alexandria,LA,31.2923,-92.47,82995,650,618
Michigan City,IN,41.7098,-86.8705,65356,611,619
Albany,GA,31.5776,-84.1762,91284,517,620
Kokomo,IN,40.464,-86.1277,79048,610,621
Beaufort,SC,32.4487,-80.7102,53086,185,622
Auburn,AL,32.6084,-85.4897,88379,414,623
Bossier City,LA,32.5227,-93.6665,68485,616,624
Evansville,IN,37.9882,-87.5339,233353,974,625
Columbus,IN,39.2094,-85.9178,58406,655,626
Atlanta,GA,33.7627,-84.4231,5080712,1370,627
Alpharetta,GA,34.0704,-84.2739,65338,937,628
Florence,SC,34.1782,-79.785,92614,684,629
Gainesville,GA,34.2903,-83.8299,154859,468,630
Anderson,SC,34.521,-82.6477,78138,738,631
Greenville,SC,34.8364,-82.3649,462640,900,632
Fayetteville,NC,35.0847,-78.9777,316764,534,633
Bartlett,TN,35.2337,-89.8195,58622,701,634
Gastonia,NC,35.2495,-81.1856,178477,565,635
Fort Smith,AR,35.3494,-94.3695,125699,538,636
Goldsboro,NC,35.3777,-77.9721,59969,485,637
Asheville,NC,35.5703,-82.5536,299892,759,638
Greenville,NC,35.5958,-77.3764,127464,1015,639
Brentwood,TN,35.9917,-86.7759,42517,398,640
Franklin,TN,35.9215,-86.8522,74794,697,641
Pocatello,ID,42.8716,-112.466,70445,650,642
Fayetteville,AR,36.0713,-94.166,336152,599,643
Durham,NC,35.9801,-78.9045,400379,929,644
Burlington,NC,36.0761,-79.4692,126491,696,645
Greensboro,NC,36.096,-79.8275,331894,874,646
Bentonville,AR,36.3579,-94.2286,47093,577,647
Honolulu,HI,21.3293,-157.846,836995,2244,648
Bristol,TN,36.5572,-82.2144,70560,321,649
Bowling Green,KY,36.9725,-86.4371,87976,656,650
Elizabethtown,KY,37.7033,-85.8771,77016,427,651
Plainfield,IL,41.6202,-88.2258,42933,710,652
Bolingbrook,IL,41.6911,-88.1012,74518,1193,653
Downers Grove,IL,41.7947,-88.017,49473,1322,654
Lombard,IL,41.8739,-88.0158,43815,1652,655
Tinley Park,IL,41.5671,-87.8049,56831,1369,656
Skokie,IL,42.036,-87.74,64270,2465,657
Schaumburg,IL,42.0307,-88.0838,74446,1490,658
Palatine,IL,42.1181,-88.043,68766,1949,659
Orland Park,IL,41.6075,-87.8618,58862,1037,660
Oak Park,IL,41.8872,-87.7899,51774,4253,661
Oak Lawn,IL,41.7139,-87.7528,56257,2534,662
Mount Prospect,IL,42.0653,-87.937,54171,2021,663
Glenview,IL,42.0825,-87.8215,47475,1310,664
Hoffman Estates,IL,42.0638,-88.1463,51738,959,665
Arlington Heights,IL,42.0955,-87.9825,75525,1756,666
Round Lake Beach,IL,42.379,-88.0811,286350,2117,667
Fishers,IN,39.959,-85.968,90127,1011,668
West Lafayette,IN,40.4432,-86.9239,45872,1283,669
West Des Moines,IA,41.5527,-93.7803,64560,537,670
Urbandale,IA,41.639,-93.7814,43018,739,671
Wheaton,IL,41.856,-88.1083,53389,1828,672
Waukegan,IL,42.3697,-87.8716,88182,1416,673
Woodbury,MN,44.9056,-92.9231,68820,761,674
Springfield,MO,37.1943,-93.2916,287124,787,675
Saint Peters,MO,38.7825,-90.6061,57289,986,676
Saint Charles,MO,38.7957,-90.5155,69293,1125,677
Terre Haute,IN,39.4654,-87.3763,92841,680,678
Eureka,CA,40.7941,-124.1568,45091,1120,679
Saint Joseph,MO,39.7598,-94.821,80849,670,680
Springfield,IL,39.7713,-89.6538,160570,745,681
Quincy,IL,39.9335,-91.3796,45113,985,682
Normal,IL,40.522,-88.9877,54264,1123,683
Peoria,IL,40.7518,-89.6153,265218,914,684
Lincoln,NE,40.8102,-96.6808,280741,1183,685
Omaha,NE,41.2634,-96.0453,792463,1295,686
South Bend,IN,41.6771,-86.269,279698,950,687
Cicero,IL,41.8445,-87.7593,82992,5463,688
Rockford,IL,42.2594,-89.0646,286727,899,689
Rochester,MN,44.0152,-92.4776,114976,806,690
Mankato,MN,44.172,-93.9782,61115,871,691
Saint Paul,MN,44.9477,-93.104,302398,2246,692
Saint Louis Park,MN,44.9488,-93.365,48747,1772,693
Plymouth,MN,45.0225,-93.4617,77216,912,694
Maple Grove,MN,45.1088,-93.4626,69576,822,695
Saint Cloud,MN,45.5339,-94.1718,113649,652,696
Joplin,MO,37.0766,-94.5016,86144,548,697
Farmington,MO,37.782,-90.4287,44494,775,698
Jeffersonville,IN,38.3377,-85.7026,47124,533,699
Jefferson City,MO,38.5677,-92.1757,58439,460,700
Florissant,MO,38.7996,-90.3269,51776,1582,701
O'Fallon,MO,38.7853,-90.7178,86274,1121,702
Kansas City,MO,39.1239,-94.5541,1590762,590,703
Independence,MO,39.0871,-94.3503,117030,580,704
Lawrence,IN,39.8674,-85.9904,47866,917,705
Dublin,OH,40.1112,-83.1451,45568,715,706
Muncie,IN,40.1989,-85.395,89186,972,707
Lafayette,IN,40.399,-86.8592,157955,940,708
Montgomery,AL,32.347,-86.2663,256554,483,709
Marion,OH,40.5933,-83.1237,45718,1190,710
Fort Wayne,IN,41.0885,-85.1436,326814,923,711
Kankakee,IL,41.1019,-87.8643,78682,684,712
Gary,IN,41.5906,-87.3472,76424,591,713
Joliet,IL,41.5201,-88.1503,148262,906,714
Elkhart,IN,41.6919,-85.962,147181,792,715
Naperville,IL,41.7483,-88.1656,147122,1469,716
Elmhurst,IL,41.8973,-87.9432,46387,1745,717
Elgin,IL,42.0385,-88.3227,112123,1159,718
Evanston,IL,42.0463,-87.6942,74895,3717,719
Lakeville,MN,44.6777,-93.2522,61938,663,720
Eagan,MN,44.8168,-93.1638,66428,824,721
Minnetonka,MN,44.9324,-93.4601,52369,751,722
Minneapolis,MN,44.9635,-93.2679,2866604,2957,723
Edina,MN,44.8913,-93.3602,51350,1282,724
Eden Prairie,MN,44.8487,-93.4595,63914,758,725
Moorhead,MN,46.8674,-96.7457,42492,734,726
Duluth,MN,46.7797,-92.1334,120418,492,727
Cape Girardeau,MO,37.3107,-89.5595,55253,528,728
Carbondale,IL,37.7219,-89.2237,68540,582,729
Chesterfield,MO,38.6588,-90.5805,47659,578,730
Alton,IL,38.9033,-90.1523,80871,670,731
Blue Springs,MO,39.0124,-94.2722,54431,941,732
Columbia,MO,38.9475,-92.3263,138675,721,733
Bloomington,IN,39.1637,-86.5257,114140,1402,734
Greenwood,IN,39.6019,-86.1073,56545,782,735
Beavercreek,OH,39.7312,-84.0627,46376,677,736
Decatur,IL,39.8555,-88.9337,89653,664,737
Carmel,IN,39.9658,-86.1461,91065,740,738
Anderson,IN,40.0875,-85.6921,86565,499,739
Champaign,IL,40.1148,-88.2731,155368,1473,740
Danville,IL,40.1422,-87.6113,48785,678,741
Bloomington,IL,40.4756,-88.9698,135015,1103,742
Bellevue,NE,41.1536,-95.9357,53505,1248,743
Council Bluffs,IA,41.2369,-95.8518,62524,563,744
Hammond,IN,41.617,-87.4908,77134,1307,745
Davenport,IA,41.5558,-90.6052,288233,629,746
Des Moines,IA,41.5725,-93.6104,476689,935,747
Ankeny,IA,41.7279,-93.6033,58627,770,748
Aurora,IL,41.7638,-88.2901,201110,1729,749
DeKalb,IL,41.9299,-88.7478,67501,1096,750
Des Plaines,IL,42.0343,-87.9008,58141,1573,751
Berwyn,IL,41.8433,-87.7909,55748,5512,752
Ames,IA,42.0262,-93.6275,67841,1021,753
Apple Valley,MN,44.7456,-93.2006,51957,1188,754
Burnsville,MN,44.7648,-93.2794,61290,950,755
Bloomington,MN,44.8306,-93.315,85319,949,756
Blaine,MN,45.1696,-93.2078,62892,717,757
Coon Rapids,MN,45.1756,-93.3095,62359,1064,758
Anniston,AL,33.6713,-85.8137,76350,187,759
Birmingham,AL,33.5276,-86.7986,749299,560,760
Blacksburg,VA,37.23,-80.4277,93560,874,761
Bluefield,WV,37.2602,-81.217,43012,447,762
Beckley,WV,37.7878,-81.1841,61693,689,763
Gadsden,AL,34.009,-86.0156,62402,370,764
Salisbury,MD,38.3755,-75.5883,107026,955,765
Huntington,WV,38.4109,-82.4344,198419,1145,766
Charleston,WV,38.3484,-81.6323,146462,602,767
Daphne,AL,30.6291,-87.8872,68940,608,768
Washington,DC,38.9047,-77.0163,5191844,4301,769
Mobile,AL,30.6782,-88.1161,322496,535,770
Bowie,MD,38.9577,-76.7421,58393,1201,771
Leesburg,VA,39.1057,-77.5543,52607,1639,772
Rockville,MD,39.0834,-77.1553,66940,1906,773
Gaithersburg,MD,39.1347,-77.213,67776,2553,774
Dover,DE,39.16,-75.5204,116114,629,775
Parkersburg,WV,39.2624,-81.5419,65331,1003,776
Clarksburg,WV,39.2862,-80.323,42552,636,777
Frederick,MD,39.4334,-77.4154,152047,1179,778
Morgantown,WV,39.6379,-79.9468,73183,1193,779
Cumberland,MD,39.6515,-78.7585,49707,767,780
Hagerstown,MD,39.6401,-77.7217,186377,1284,781
Wilmington,DE,39.7349,-75.5286,71442,2529,782
Tuscaloosa,AL,33.2349,-87.5268,153060,623,783
Wheeling,WV,40.0753,-80.6951,78088,766,784
Weirton,WV,40.406,-80.5671,68173,406,785
Hempstead,NY,40.7043,-73.6193,55555,5822,786
Freeport,NY,40.6515,-73.585,43279,3606,787
Huntsville,AL,34.699,-86.6412,307319,349,788
West Haven,CT,41.2738,-72.9669,54516,1958,789
Waterbury,CT,41.5583,-73.0361,190855,1465,790
New Haven,CT,41.3112,-72.9245,563460,2684,791
Meriden,CT,41.5367,-72.7943,59622,967,792
Middletown,CT,41.5476,-72.6549,46544,438,793
Stamford,CT,41.1035,-73.5583,129113,1325,794
Norwalk,CT,41.1144,-73.4215,88438,1491,795
Danbury,CT,41.4016,-73.471,176649,782,796
Bridgeport,CT,41.1909,-73.1958,934289,3508,797
Norwich,CT,41.5495,-72.0882,204360,544,798
New Britain,CT,41.6758,-72.7862,72558,2097,799
Hartford,CT,41.7661,-72.6834,913587,2737,800
Bristol,CT,41.6812,-72.9407,60147,879,801
Brooklyn Park,MN,45.1112,-93.3505,79707,1179,802
Monroe,MI,41.9157,-83.3852,49389,841,803
Livonia,MI,42.3972,-83.3733,94041,1017,804
Detroit,MI,42.3834,-83.1024,3520589,1872,805
Dearborn Heights,MI,42.3164,-83.2769,55761,1834,806
Dearborn,MI,42.3127,-83.213,94444,1504,807
Taylor,MI,42.226,-83.2688,61177,1000,808
Port Huron,MI,42.9823,-82.4387,84361,1394,809
Traverse City,MI,44.7545,-85.6034,49690,717,810
Danville,VA,36.5831,-79.4088,48015,376,811
Chesapeake,VA,36.6778,-76.3024,237940,269,812
Suffolk,VA,36.6953,-76.6398,89273,86,813
Portsmouth,VA,36.8468,-76.354,95252,1087,814
Virginia Beach,VA,36.7335,-76.0435,1487505,699,815
Norfolk,VA,36.8945,-76.259,245115,1749,816
Hampton,VA,37.0551,-76.3629,135410,1015,817
Newport News,VA,37.1052,-76.5185,181825,1019,818
Roanoke,VA,37.2784,-79.9581,215793,904,819
Lynchburg,VA,37.4004,-79.1911,123795,630,820
Fredericksburg,VA,38.2992,-77.4871,164610,1046,821
Harrisonburg,VA,38.4362,-78.8735,72470,1182,822
Alexandria,VA,38.8184,-77.0861,155810,3997,823
Overland Park,KS,38.8871,-94.6871,188966,971,824
Olathe,KS,38.884,-94.8194,135473,865,825
Carson City,NV,39.1512,-119.7474,57522,146,826
Cincinnati,OH,39.1412,-84.506,1634573,1480,827
Middletown,OH,39.5032,-84.3659,97742,719,828
Hamilton,OH,39.3938,-84.5652,62127,1117,829
Fairfield,OH,39.3301,-84.5405,42617,788,830
Atlantic City,NJ,39.3795,-74.4524,243285,1391,831
Kettering,OH,39.6956,-84.1495,55306,1141,832
Lancaster,OH,39.7249,-82.6049,43726,816,833
Springfield,OH,39.9304,-83.7961,83115,892,834
Columbus,OH,39.9859,-82.9852,1495146,1522,835
Lancaster,PA,40.0421,-76.3012,401205,3163,836
Elizabeth,NJ,40.6655,-74.1918,128640,4032,837
Jersey City,NJ,40.7161,-74.0683,264152,6894,838
Hoboken,NJ,40.7452,-74.0279,54379,16663,839
Bayonne,NJ,40.6659,-74.1141,66238,4399,840
Youngstown,OH,41.0994,-80.6463,372039,731,841
Hackensack,NJ,40.8889,-74.0461,44756,4134,842
Clifton,NJ,40.8631,-74.1575,85845,2941,843
East Stroudsburg,PA,41.0023,-75.1779,56230,1383,844
Yonkers,NY,40.9466,-73.8674,200807,4304,845
White Plains,NY,41.022,-73.7548,58241,2302,846
Sandusky,OH,41.4472,-82.7009,47494,992,847
Strongsville,OH,41.3128,-81.8313,44631,699,848
Parma,OH,41.3842,-81.7286,79425,1531,849
Scranton,PA,41.4043,-75.6649,387448,1179,850
Warwick,RI,41.7061,-71.4334,81579,898,851
Providence,RI,41.8229,-71.4186,1198789,3760,852
East Providence,RI,41.8064,-71.3565,47337,1380,853
Cranston,RI,41.7658,-71.4858,81034,1103,854
Pawtucket,RI,41.8743,-71.3744,71427,3176,855
Adrian,MI,41.8994,-84.0447,43850,994,856
Taunton,MA,41.9036,-71.0943,56843,469,857
New Bedford,MA,41.6697,-70.9428,149390,1834,858
Benton Harbor,MI,42.116,-86.4484,60298,865,859
Kalamazoo,MI,42.2749,-85.5882,214583,1188,860
Portage,MI,42.2,-85.5907,48508,581,861
Battle Creek,MI,42.2985,-85.2295,77174,467,862
Jackson,MI,42.243,-84.4038,88394,1172,863
Ann Arbor,MI,42.2757,-83.7312,324421,1672,864
Kenosha,WI,42.5861,-87.8755,124580,1391,865
Somerville,MA,42.3908,-71.1013,81322,7617,866
Pittsfield,MA,42.4517,-73.2605,56628,408,867
Lansing,MI,42.7142,-84.5598,318278,1144,868
East Lansing,MI,42.7483,-84.4834,48870,1392,869
Sterling Heights,MI,42.581,-83.0304,132427,1400,870
Saint Clair Shores,MI,42.4922,-82.8957,59775,1978,871
Roseville,MI,42.5074,-82.937,47602,1869,872
Troy,NY,42.7354,-73.6751,49702,1852,873
Milwaukee,WI,43.064,-87.9669,1377104,2388,874
West Allis,WI,43.0068,-88.0296,60087,2037,875
Wauwatosa,WI,43.0616,-88.0347,47945,1397,876
Waukesha,WI,43.0088,-88.2462,72363,1101,877
Holland,MI,42.7676,-86.0984,101421,775,878
Nashua,NH,42.7492,-71.491,230061,1099,879
Manchester,NH,42.9844,-71.4445,159744,1288,880
Flint,MI,43.0235,-83.6921,338616,1125,881
Portsmouth,NH,43.058,-70.7826,91193,530,882
Kentwood,MI,42.8852,-85.5925,51689,954,883
Grand Rapids,MI,42.9615,-85.6557,595467,1707,884
Madison,WI,43.0809,-89.3921,434967,1268,885
Muskegon,MI,43.228,-86.256,161058,1041,886
West Bend,WI,43.4184,-88.1823,69810,812,887
Saginaw,MI,43.4199,-83.95,120088,1105,888
Dover,NH,43.1887,-70.8845,91514,450,889
East Orange,NJ,40.7651,-74.2118,64789,6417,890
Newark,NJ,40.7242,-74.1724,281764,4496,891
Lima,OH,40.7409,-84.1121,70296,1067,892
Concord,NH,43.2307,-71.5595,42821,257,893
Utica,NY,43.0961,-75.226,114350,1397,894
Midland,MI,43.6239,-84.2316,59343,475,895
Sioux Falls,SD,43.5382,-96.7315,177629,898,896
Sheboygan,WI,43.7448,-87.7317,70436,1345,897
Fond du Lac,WI,43.7719,-88.4396,54811,876,898
Bay City,MI,43.5903,-83.8886,67712,1272,899
La Crosse,WI,43.8234,-91.2279,102427,978,900
Racine,WI,42.7274,-87.8135,131517,1933,901
Beloit,WI,42.523,-89.0184,63470,818,902
Janesville,WI,42.6855,-89.0137,70299,733,903
Haverhill,MA,42.7838,-71.0871,62873,736,904
Farmington Hills,MI,42.486,-83.3771,81129,941,905
Troy,MI,42.5817,-83.1458,83641,964,906
South Lyon,MI,42.4613,-83.6526,123555,1211,907
Southfield,MI,42.4765,-83.2605,73100,1074,908
Royal Oak,MI,42.5084,-83.1539,59006,1933,909
Rochester Hills,MI,42.6645,-83.1563,73422,863,910
Pontiac,MI,42.6493,-83.2878,59698,1154,911
Novi,MI,42.4786,-83.4893,59211,756,912
Warren,MI,42.4934,-83.027,135125,1517,913
Appleton,WI,44.2775,-88.3896,221379,1173,914
Green Bay,WI,44.5151,-87.9895,208670,893,915
Stevens Point,WI,44.524,-89.5506,43735,594,916
Burlington,VT,44.4877,-73.2314,108331,1583,917
Eau Claire,WI,44.8202,-91.4948,106681,821,918
Oshkosh,WI,44.0242,-88.561,75057,1002,919
Manitowoc,WI,44.099,-87.6812,45261,717,920
Watertown,NY,43.9734,-75.9094,55436,1106,921
Rapid City,SD,44.0709,-103.22,88533,522,922
Wausau,WI,44.9616,-89.6439,74186,795,923
Florence,AL,34.83,-87.6658,78321,591,924
Bismarck,ND,46.8127,-100.7694,96857,849,925
Westland,MI,42.3192,-83.3806,81545,1541,926
New Orleans,LA,30.0687,-89.9288,1024421,892,927
Williamsburg,VA,37.2691,-76.7075,81840,658,928
Richmond,VA,37.5294,-77.4755,1041877,1440,929
Wichita,KS,37.6894,-97.344,482205,942,930
Charlottesville,VA,38.0374,-78.4856,99664,1769,931
Hutchinson,KS,38.0672,-97.9083,43507,647,932
Staunton,VA,38.1593,-79.0608,58077,471,933
Saint Louis,MO,38.6358,-90.2451,2096990,1940,934
Salina,KS,38.8143,-97.6151,47123,727,935
Shawnee,KS,39.0158,-94.8076,65194,601,936
Lenexa,KS,38.9608,-94.802,52903,598,937
Lawrence,KS,38.9603,-95.2643,95800,1072,938
Kansas City,KS,39.1234,-94.7443,151709,469,939
Winchester,VA,39.1734,-78.1745,72928,1150,940
Topeka,KS,39.0347,-95.6955,149220,804,941
Baltimore,MD,39.3051,-76.6144,2181206,2931,942
Leavenworth,KS,39.3225,-94.9246,46445,580,943
Manhattan,KS,39.1883,-96.605,57442,1108,944
Vineland,NJ,39.4652,-74.9981,94943,341,945
Dothan,AL,31.2335,-85.4066,71899,295,946
Camden,NJ,39.9361,-75.1072,74420,3220,947
York,PA,39.9651,-76.7315,232796,3199,948
Hanover,PA,39.8118,-76.9835,67480,1625,949
Newark,OH,40.0703,-82.4252,78563,913,950
Chambersburg,PA,39.9315,-77.6556,51948,1153,951
Decatur,AL,34.5733,-86.9919,69660,392,952
Trenton,NJ,40.2237,-74.764,293697,4243,953
Pottstown,PA,40.2508,-75.6445,109052,1793,954
Lebanon,PA,40.3412,-76.4228,77839,2383,955
Perth Amboy,NJ,40.5204,-74.2724,52499,4310,956
New Brunswick,NJ,40.487,-74.445,56910,4167,957
Sayreville,NJ,40.4655,-74.3237,44905,1092,958
Harrisburg,PA,40.2752,-76.8843,438995,2322,959
New Philadelphia,OH,40.486,-81.4402,46838,820,960
Pittsburgh,PA,40.4396,-79.9763,1722206,2116,961
Reading,PA,40.34,-75.9266,264736,3425,962
Monessen,PA,40.1519,-79.8828,63467,991,963
Johnstown,PA,40.3258,-78.9194,64842,1291,964
Linden,NJ,40.6251,-74.238,42457,1535,965
Plainfield,NJ,40.6153,-74.4159,50636,3246,966
Altoona,PA,40.5084,-78.401,76943,1737,967
Allentown,PA,40.5962,-75.4756,678169,2650,968
West New York,NJ,40.7856,-74.0093,53343,20707,969
Union City,NJ,40.7675,-74.0323,69296,20858,970
Bethlehem,PA,40.6266,-75.3679,75293,1521,971
Canton,OH,40.8082,-81.3678,272768,1079,972
Mansfield,OH,40.7655,-82.5276,73450,583,973
Grand Island,NE,40.9214,-98.3585,53556,670,974
Findlay,OH,41.046,-83.638,48701,835,975
Paterson,NJ,40.9147,-74.1624,147000,6734,976
Passaic,NJ,40.8574,-74.1281,70635,8666,977
State College,PA,40.791,-77.8568,87374,3555,978
Bloomsburg,PA,41.0027,-76.4561,52637,1295,979
Cuyahoga Falls,OH,41.1641,-81.5206,49206,741,980
Akron,OH,41.0802,-81.5219,565311,1230,981
New Rochelle,NY,40.9305,-73.7836,79557,2967,982
Mount Vernon,NY,40.9136,-73.8291,68344,6016,983
Hazleton,PA,40.9504,-75.9724,55301,1583,984
Philadelphia,PA,40.0076,-75.134,5591554,4511,985
Uniontown,PA,39.8994,-79.7244,49241,1880,986
Lorain,OH,41.4409,-82.184,179926,1039,987
Elyria,OH,41.3761,-82.1063,53715,1008,988
Williamsport,PA,41.2398,-77.0371,55100,1275,989
Lakewood,OH,41.4824,-81.8008,50279,3507,990
Euclid,OH,41.5904,-81.5188,47360,1720,991
Cleveland Heights,OH,41.5112,-81.5636,44633,2125,992
Cleveland,OH,41.4766,-81.6805,1731637,1917,993
Middletown,NY,41.4458,-74.4228,57478,2103,994
Toledo,OH,41.6639,-83.582,492237,1332,995
Mentor,OH,41.6895,-81.3361,46732,677,996
Iowa City,IA,41.6558,-91.5304,116891,1109,997
Poughkeepsie,NY,41.6949,-73.921,391552,2271,998
Fall River,MA,41.7136,-71.1014,88930,1036,999
Attleboro,MA,41.9311,-71.295,44434,639,1000
Chicago,IL,41.8373,-87.6861,8639278,4585,1001
Kingston,NY,41.9295,-73.9968,55793,1197,1002
Erie,PA,42.1167,-80.0731,190443,1989,1003
Elmira,NY,42.0938,-76.8097,65104,1488,1004
Cedar Rapids,IA,41.9667,-91.6781,184610,715,1005
Brockton,MA,42.0821,-71.0242,95630,1731,1006
Springfield,MA,42.1155,-72.5395,625300,1866,1007
Chicopee,MA,42.1764,-72.5719,55991,946,1008
Quincy,MA,42.2516,-71.0183,93688,2183,1009
Binghamton,NY,42.1014,-75.9092,152392,1681,1010
Revere,MA,42.4188,-71.004,53157,3608,1011
Boston,MA,42.3189,-71.0838,4556916,5373,1012
Sioux City,IA,42.4959,-96.3901,106740,547,1013
Ithaca,NY,42.4442,-76.5032,54992,2203,1014
Waterloo,IA,42.492,-92.3522,112635,427,1015
Dubuque,IA,42.5007,-90.7064,68873,742,1016
Leominster,MA,42.5209,-71.7717,119538,558,1017
Worcester,MA,42.2705,-71.8079,495856,1906,1018
Newton,MA,42.3317,-71.2085,89045,1927,1019
